ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Meta: _supplier,Meta: _original_sku,Meta: _awdp_category,Meta: _compatible_brands
,simple,AWDP-RFPO,Built-Best Replacement Window Sash | Clad Double Hung,1,0,visible,"The better way to better window replacements and repairs &#8211; exclusive window sash reproductions, sash kits, new jamb-liner replacements and affordable window restoration answers with AWDP Group USA sash replacements nationwide. Cheaper in the long run – replacing damaged or broken units and NOT","The better way to better window replacements and repairs &#8211; exclusive window sash reproductions, sash kits, new jamb-liner replacements and affordable window restoration answers with AWDP Group USA sash replacements nationwide. Cheaper in the long run – replacing damaged or broken units and NOT THE ENTIRE HOUSE FULL OF WINDOWS! New wood and clad replacement sashes for double and single hung, casement / awning and sliding windows, fixed sashes and so much more. Normal production time for sashes is 25 – 35 working days ARO. Clad sashes are clad on the exterior side and raw on the interior side. This product is made with insulated glass as selected – either standard clear, Low-E, or Argon Gas filled and other options. Other clad colors may be available upon request. Other options available include: various types of grilles, muntin bars sealed in the glass, SDL BARS in wood and aluminum. Not included in this item. See below for measuring instructions.",,,taxable,,1,,,0,0,,,,,1,,,325.24,Sash & Frame Parts,"casement, awning, weatherstrip, lock, door",,https://www.allwindowdoorparts.com/wp-content/uploads/2022/09/AWDP-DH-Clad.jpg,,,,,,,,,199,Details,"Size: 14 3/4"" x 11 7/8"", 14 3/4"" x 13 7/8"", 14 3/4"" x 15 7/8"", 14 3/4"" x 19 7/8"", 14 3/4"" x 21 7/8"", 14 3/4"" x 23 7/8"", 14 3/4"" x 25 7/8"", 14 3/4"" x 27 7/8"", 14 3/4"" x 29 7/8"", 14 3/4"" x 31 7/8"", 14 3/4"" x 33 7/8"", 14 3/4"" x 35 7/8"", 18 3/4"" x 11 7/8"", 18 3/4"" x 13 7/8"", 18 3/4"" x 15 7/8"", 18 3/4"" x 19 7/8"", 18 3/4"" x 21 7/8"", 18 3/4"" x 23 7/8"", 18 3/4"" x 25 7/8"", 18 3/4"" x 27 7/8"", 18 3/4"" x 29 7/8"", 18 3/4"" x 31 7/8"", 18 3/4"" x 33 7/8"", 18 3/4"" x 35 7/8"", 22 3/4"" x 11 7/8"", 22 3/4"" x 13 7/8"", 22 3/4"" x 15 7/8"", 22 3/4"" x 19 7/8"", 22 3/4"" x 21 7/8"", 22 3/4"" x 23 7/8"", 22 3/4"" x 25 7/8"", 22 3/4"" x 27 7/8"", 22 3/4"" x 29 7/8"", 22 3/4"" x 31 7/8"", 22 3/4"" x 33 7/8"", 22 3/4"" x 35 7/8"", 26 3/4"" x 11 7/8"", 26 3/4"" x 13 7/8"", 26 3/4"" x 15 7/8"", 26 3/4"" x 19 7/8"", 26 3/4"" x 21 7/8"", 26 3/4"" x 23 7/8"", 26 3/4"" x 25 7/8"", 26 3/4"" x 27 7/8"", 26 3/4"" x 29 7/8"", 26 3/4"" x 31 7/8"", 26 3/4"" x 33 7/8"", 26 3/4"" x 35 7/8"", 30 3/4"" x 11 7/8"", 30 3/4"" x 13 7/8"", 30 3/4"" x 15 7/8"", 30 3/4"" x 19 7/8"", 30 3/4"" x 21 7/8"", 30 3/4"" x 23 7/8"", 30 3/4"" x 25 7/8"", 30 3/4"" x 27 7/8"", 30 3/4"" x 29 7/8"", 30 3/4"" x 31 7/8"", 30 3/4"" x 33 7/8"", 30 3/4"" x 35 7/8"", 34 3/4"" x 11 7/8"", 34 3/4"" x 13 7/8"", 34 3/4"" x 15 7/8"", 34 3/4"" x 19 7/8"", 34 3/4"" x 21 7/8"", 34 3/4"" x 23 7/8"", 34 3/4"" x 25 7/8"", 34 3/4"" x 27 7/8"", 34 3/4"" x 29 7/8"", 34 3/4"" x 31 7/8"", 34 3/4"" x 33 7/8"", 34 3/4"" x 35 7/8"", 38 3/4"" x 11 7/8"", 38 3/4"" x 13 7/8"", 38 3/4"" x 15 7/8"", 38 3/4"" x 19 7/8"", 38 3/4"" x 21 7/8"", 38 3/4"" x 23 7/8"", 38 3/4"" x 25 7/8"", 38 3/4"" x 27 7/8"", 38 3/4"" x 29 7/8"", 38 3/4"" x 31 7/8"", 38 3/4"" x 33 7/8"", 38 3/4"" x 35 7/8"", Color: Dark Bronze, Sandstone, White, Number of Locks: 1, 2, Sash Position: Bottom Sash, Top Sash",1,0,Biltbest,AWDP-RFPO,Sash & Frame Parts,Biltbest
,simple,AWDP-PA-19,"Peachtree Window Balance Pair | 24""-32""",1,0,visible,"Priced per pair. Note: “C” denotes cottage window, * upper sash, ** lower sash, *** with tempered glass Ordering Information: 1. Measure channel length 2. Identify number stamped on channel 3. Select our corresponding part number from the chart. [table id=2 /]","Priced per pair. Note: “C” denotes cottage window, * upper sash, ** lower sash, *** with tempered glass Ordering Information: 1. Measure channel length 2. Identify number stamped on channel 3. Select our corresponding part number from the chart. [table id=2 /]",,,taxable,,1,,,0,0,,,,,1,,,87.77,Sash & Frame Parts,"balance, door",,https://www.allwindowdoorparts.com/wp-content/uploads/2022/09/P6W81.jpg,,,,,,,,,200,Details,"Stamping Number: 25.25-3, 25.25-4, 25.25-5, 31.25-3, 31.25-4, 31.25-5, 31.25-6, 31.25-9",1,0,Peachtree,AWDP-PA-19,Sash & Frame Parts,Peachtree
,simple,AWDP-OT-173CV,"Peachtree Window Balance Pair | 14"" to 23""",1,0,visible,"Priced per pair. Note: ""C"" denotes cottage window, * upper sash, ** lower sash, *** with tempered glass Ordering Information: 1. Measure channel length 2. Identify number stamped on channel 3. Select our corresponding part number from the chart. [table id=1 /] Please review the picture, measurements","Priced per pair. Note: ""C"" denotes cottage window, * upper sash, ** lower sash, *** with tempered glass Ordering Information: 1. Measure channel length 2. Identify number stamped on channel 3. Select our corresponding part number from the chart. [table id=1 /] Please review the picture, measurements and other details before ordering. Need help identifying the correct part? Please visit our Parts ID Help page",,,taxable,,1,,,0,0,,,,,1,,,68.88,Sash & Frame Parts,"balance, door",,https://www.allwindowdoorparts.com/wp-content/uploads/2022/09/601.jpg,,,,,,,,,201,Details,"Stamping Number: 13.25-4, 13.25-5, 15.25-4, 15.25-5, 15.25-6, 19.25-4, 19.25-6, 19.25-9, 22.25-3, 22.25-4, 22.25-9",1,0,Peachtree,AWDP-OT-173CV,Sash & Frame Parts,Peachtree
,simple,AWDP-KDEX-RP230,Patio Door Mortise Style Handle,1,0,visible,Diecast with a black finish and a hardwood handle. Latch options: centered or offset. Available with and without keylock.,Diecast with a black finish and a hardwood handle. Latch options: centered or offset. Available with and without keylock.,,,taxable,,1,,,0,0,,,,,1,,,118.88,Door Hardware,"lock, door",,https://www.allwindowdoorparts.com/wp-content/uploads/2022/08/CPP-27-1.jpg,,,,,,,,,202,Details,"Latch Options: Centered, Offset",1,0,All Window Door Parts,AWDP-KDEX-RP230,Door Hardware,
,simple,AWDP-CP-219,Patio Glass Door Handle,1,0,visible,Available in bronze. Latch options: centered or offset. Available with and without keylock.,Available in bronze. Latch options: centered or offset. Available with and without keylock.,,,taxable,,1,,,0,0,,,,,1,,,122.28,Door Hardware,"lock, door",,https://www.allwindowdoorparts.com/wp-content/uploads/2022/08/FRR-CS62-1.jpg,,,,,,,,,203,Details,"Latch Options: Centered, Offset",1,0,All Window Door Parts,AWDP-CP-219,Door Hardware,
,simple,AWDP-PL-1053,Kerf Bulb Window Weather-Strip Seal 0.250 Diameter,1,0,visible,"Available in beige, black and white. Sold in rolls of 100&#8242;. Also available in 0.300 bulb diameter .","Available in beige, black and white. Sold in rolls of 100&#8242;. Also available in 0.300 bulb diameter .",,,taxable,,1,,,0,0,,,,,1,,,198.88,Weatherstripping & Seals,"casement, awning, weatherstrip, door",,https://www.allwindowdoorparts.com/wp-content/uploads/2022/08/BBRF-0250-1.jpg,,,,,,,,,204,Details,"Color: Beige, Black, White",1,0,All Window Door Parts,AWDP-PL-1053,Weatherstripping & Seals,
,simple,AWDP-TI-456,Snap-In Vinyl Glazing Bead | AWDP-VGB-OB-36,1,0,visible,"Available in bronze, gray and white. Shipped in lengths of 6 feet (72"") with a minimum order of 120 lineal feet.","Available in bronze, gray and white. Shipped in lengths of 6 feet (72"") with a minimum order of 120 lineal feet.",,,taxable,,1,,,0,0,,,,,1,,,258.88,Glazing & Seals,"casement, awning, glazing, door",,https://www.allwindowdoorparts.com/wp-content/uploads/2022/08/VGB-OB-36.jpg,,,,,,,,,205,Details,"Color: Bronze, Gray, White, Length: 120', 240', 360'",1,0,All Window Door Parts,AWDP-TI-456,Glazing & Seals,Silverline
,simple,AWDP-PO-245,Sliding Glass Patio Door Mortise Lock,1,0,visible,Available in brass and stainless steel finishes.,Available in brass and stainless steel finishes.,,,taxable,,1,,,0,0,,,,,1,,,52.69,Door Hardware,"lock, door",,https://www.allwindowdoorparts.com/wp-content/uploads/2022/06/PT-OTO-45SS-1.jpg,,,,,,,,,206,Details,"Finish: Brass, Stainless Steel, Degree: 45°, 90°",1,0,All Window Door Parts,AWDP-PO-245,Door Hardware,
,simple,AWDP-LEE-16933,Patio Door Handle Set,1,0,visible,"Available with or without key and lock. Available in the following colors: With key and Mortise lock: black or white With key and no Mortise lock: white No key and no Mortise lock: brushed chrome, black or white.","Available with or without key and lock. Available in the following colors: With key and Mortise lock: black or white With key and no Mortise lock: white No key and no Mortise lock: brushed chrome, black or white.",,,taxable,,1,,,0,0,,,,,1,,,119.76,Door Hardware,"lock, door",,https://www.allwindowdoorparts.com/wp-content/uploads/2022/06/PO-341-1.jpg,,,,,,,,,207,Details,"Lock & Key: With Key & Mortise Lock, With Key & No Mortise Lock, No Key & No Mortise Lock, Color: Brushed Chrome, Black, White",1,0,All Window Door Parts,AWDP-LEE-16933,Door Hardware,
,simple,AWDP-C29-95775,Mortise Lock and Plate,1,0,visible,Lock and plate with 1.254 backset 45° with trim plate.,Lock and plate with 1.254 backset 45° with trim plate.,,,taxable,,1,,,0,0,,,,,1,,,53.76,Door Hardware,"lock, door",,https://www.allwindowdoorparts.com/wp-content/uploads/2022/06/PT-443-1.jpg,,,,,,,,,208,,,1,0,All Window Door Parts,AWDP-C29-95775,Door Hardware,
,simple,AWDP-PO-384,Sliding Patio Door Handle | Bronze,1,0,visible,"Color: Bronze Center-to-Center Holes: 3-15/16"" Overall Height: 8-1/2"" Width: 1""","Color: Bronze Center-to-Center Holes: 3-15/16"" Overall Height: 8-1/2"" Width: 1""",,,taxable,,1,,,0,0,,,,,1,,,130.71,Door Hardware,"lock, door",,https://www.allwindowdoorparts.com/wp-content/uploads/2022/06/PO-291BZ-2.jpg,,,,,,,,,209,,,1,0,All Window Door Parts,AWDP-PO-384,Door Hardware,
,simple,AWDP-E-2014,Sliding Gass Patio Door Handle Set,1,0,visible,"Available in white. Center-to-center holes: 3 15/16"" Overall height: 8 1/2"" Width: 1""","Available in white. Center-to-center holes: 3 15/16"" Overall height: 8 1/2"" Width: 1""",,,taxable,,1,,,0,0,,,,,1,,,163.72,Door Hardware,"lock, door",,https://www.allwindowdoorparts.com/wp-content/uploads/2022/06/PO-291K-1.jpg,,,,,,,,,210,,,1,0,All Window Door Parts,AWDP-E-2014,Door Hardware,
,simple,AWDP-PT-452,Guardian Sliding Glass Patio Door Parts | Handle Set,1,0,visible,"Available in aluminum mill, black or white. Center-to-center holes: 4 15/16"" Length: 7 1/4"" Width: 25/32""","Available in aluminum mill, black or white. Center-to-center holes: 4 15/16"" Length: 7 1/4"" Width: 25/32""",,,taxable,,1,,,0,0,,,,,1,,,141.73,Door Hardware,"lock, door",,https://www.allwindowdoorparts.com/wp-content/uploads/2022/06/CP-191-2.jpg,,,,,,,,,211,Details,"Color: Aluminum Mill, Black, White",1,0,All Window Door Parts,AWDP-PT-452,Door Hardware,
,simple,AWDP-KDEX-RP230,Sliding Glass Patio Door Handle,1,0,visible,"3 15/16"" hole centers. Metal lock body with wood handle.","3 15/16"" hole centers. Metal lock body with wood handle.",,,taxable,,1,,,0,0,,,,,1,,,122.28,Door Hardware,"lock, door",,https://www.allwindowdoorparts.com/wp-content/uploads/2022/06/PO-154-1.jpg,,,,,,,,,212,,,1,0,All Window Door Parts,AWDP-KDEX-RP230,Door Hardware,
,simple,AWDP-PO-152,Patio Glass Door Handle | Black,1,0,visible,"Available in black. 3 15/16"" center-to-center configuration.","Available in black. 3 15/16"" center-to-center configuration.",,,taxable,,1,,,0,0,,,,,1,,,108.88,Door Hardware,"lock, door",,https://www.allwindowdoorparts.com/wp-content/uploads/2022/06/PF-186-1.jpg,,,,,,,,,213,,,1,0,All Window Door Parts,AWDP-PO-152,Door Hardware,
,simple,AWDP-PO-245,Sliding Patio Door Universal Lock,1,0,visible,"Fits patio doors 36"" &#8211; 48"" (can be cut to size)","Fits patio doors 36"" &#8211; 48"" (can be cut to size)",,,taxable,,1,,,0,0,,,,,1,,,47.90,Door Hardware,"lock, door",,https://www.allwindowdoorparts.com/wp-content/uploads/2022/06/SPDUL.jpg,,,,,,,,,214,,,1,0,All Window Door Parts,AWDP-PO-245,Door Hardware,"Pella, Marvin"
,simple,AWDP-TO-215,Sliding Patio Door Weather-Strip,1,0,visible,"Available in beige. Sold in lengths of 7&#8242; (84"").","Available in beige. Sold in lengths of 7&#8242; (84"").",,,taxable,,1,,,0,0,,,,,1,,,42.63,Weatherstripping & Seals,"weatherstrip, door",,https://www.allwindowdoorparts.com/wp-content/uploads/2022/06/SPDWS.jpg,,,,,,,,,215,,,1,0,All Window Door Parts,AWDP-TO-215,Weatherstripping & Seals,
,simple,AWDP-PO-384,Patio Door Handle,1,0,visible,"Length: 6 5/8"" Available in black or chrome.","Length: 6 5/8"" Available in black or chrome.",,,taxable,,1,,,0,0,,,,,1,,,41.66,Door Hardware,door,,https://www.allwindowdoorparts.com/wp-content/uploads/2022/06/PO-232-1.jpg,,,,,,,,,216,Details,"Finish: Black, Chrome",1,0,All Window Door Parts,AWDP-PO-384,Door Hardware,
,simple,AWDP-SC,Sliding Patio Door Handle | White,1,0,visible,"3 15/16"" center-to-center hole spacing. Optional keylock assembly available.","3 15/16"" center-to-center hole spacing. Optional keylock assembly available.",,,taxable,,1,,,0,0,,,,,1,,,108.32,Door Hardware,"lock, door",,https://www.allwindowdoorparts.com/wp-content/uploads/2022/06/PF-3532-1.jpg,,,,,,,,,217,,,1,0,All Window Door Parts,AWDP-SC,Door Hardware,
,simple,AWDP-BIF-PI-563,Sliding Patio Door Roller and Wheel Assembly,1,0,visible,"1 1/8"" steel wheel. 2 per pack.","1 1/8"" steel wheel. 2 per pack.",,,taxable,,1,,,0,0,,,,,1,,,54.98,Door Hardware,"roller, door",,https://www.allwindowdoorparts.com/wp-content/uploads/2022/06/L-292.jpg,,,,,,,,,218,,,1,0,All Window Door Parts,AWDP-BIF-PI-563,Door Hardware,
,simple,AWDP-KDEX-RP230,Sliding Patio Door Handleset | White,1,0,visible,Available in white finish.,Available in white finish.,,,taxable,,1,,,0,0,,,,,1,,,175.98,Door Hardware,"lock, door",,https://www.allwindowdoorparts.com/wp-content/uploads/2022/06/PO-393-1.jpg,,,,,,,,,219,,,1,0,All Window Door Parts,AWDP-KDEX-RP230,Door Hardware,
,simple,AWDP-KDEX-RP230,Sliding Screen Door KD Kits,1,0,visible,"Available in bronze, mill, or white finishes. Each kit is 80"" in height and available in 30"", 36"" and 48"" widths.","Available in bronze, mill, or white finishes. Each kit is 80"" in height and available in 30"", 36"" and 48"" widths.",,,taxable,,1,,,0,0,,,,,1,,,195.54,Door Hardware,"screen, door",,https://www.allwindowdoorparts.com/wp-content/uploads/2022/06/LL-5-HLKD-80H-1.jpg,,,,,,,,,220,Details,"Color: Bronze, Mill, White, Width: 30"", 36"", 48""",1,0,All Window Door Parts,AWDP-KDEX-RP230,Door Hardware,
,simple,AWDP-LEE-14617,Snap-In Vinyl Glazing Bead | AWDP-VGB-PE-198,1,0,visible,"Available in black, bronze, champagne, gray, tan and white. Shipped in 72"" (6&#8242;) lengths with a minimum order of 120 lineal feet.","Available in black, bronze, champagne, gray, tan and white. Shipped in 72"" (6&#8242;) lengths with a minimum order of 120 lineal feet.",,,taxable,,1,,,0,0,,,,,1,,,258.88,Glazing & Seals,"casement, awning, glazing, door",,https://www.allwindowdoorparts.com/wp-content/uploads/2022/06/VGB-PE-198.jpg,,,,,,,,,221,Details,"Color: Black, Bronze, Champagne, Gray, Tan, White, Length: 120', 144', 192', 240', 360'",1,0,Truth/Entrygard,AWDP-LEE-14617,Glazing & Seals,"Entrygard, Marvin, Peachtree"
,simple,AWDP-TB-1,Snap-In Vinyl Glazing Bead | AWDP-TI-30,1,0,visible,"Available in light gray and white. Minimum order is 120 feet and is shipped in 6 foot (72"") lengths.","Available in light gray and white. Minimum order is 120 feet and is shipped in 6 foot (72"") lengths.",,,taxable,,1,,,0,0,,,,,1,,,181.50,Glazing & Seals,"glazing, door",,https://www.allwindowdoorparts.com/wp-content/uploads/2022/06/TI-30.jpg,,,,,,,,,222,Details,"Color: Light Gray, White, Length: 120', 144', 192', 240', 360'",1,0,Andersen,AWDP-TB-1,Glazing & Seals,"Andersen, Marvin"
,simple,AWDP-LEE-14617,Snap-In Vinyl Glazing Bead | AWDP-VGB-PT-51,1,0,visible,"Available in black, bronze, champagne, gray and white. Shipped in lengths of 6 feet (72"") with a minimum order of 120 lineal feet.","Available in black, bronze, champagne, gray and white. Shipped in lengths of 6 feet (72"") with a minimum order of 120 lineal feet.",,,taxable,,1,,,0,0,,,,,1,,,258.88,Glazing & Seals,"casement, awning, weatherstrip, glazing, door",,https://www.allwindowdoorparts.com/wp-content/uploads/2022/06/VGB-PT-51.jpg,,,,,,,,,223,Details,"Color: Black, Bronze, Champagne, Gray, White, Length: 120', 240', 360'",1,0,Oldach,AWDP-LEE-14617,Glazing & Seals,Oldach
,simple,AWDP-LEE-12029,Snap-In Vinyl Glazing Bead | AWDP-LEE-11015,1,0,visible,"Available in bronze and white. See profile details as shown. Standard bead is shipped in 72"" lengths with a minimum order of 120 lineal feet.","Available in bronze and white. See profile details as shown. Standard bead is shipped in 72"" lengths with a minimum order of 120 lineal feet.",,,taxable,,1,,,0,0,,,,,1,,,306.91,Glazing & Seals,"casement, awning, glazing, door",,https://www.allwindowdoorparts.com/wp-content/uploads/2022/06/LEE-11015.jpg,,,,,,,,,224,Details,"Color: Bronze, White, Length: 120', 240', 360'",1,0,Truth/Entrygard,AWDP-LEE-12029,Glazing & Seals,"Truth, Marvin"
,simple,AWDP-LEE-16933,Kerf Bulb Window Weather-Strip Seal 0.300 Diameter,1,0,visible,"Available in beige, black and dark brown and white. Sold in rolls of 100&#8242;. Also available in 0.250 bulb diameter .","Available in beige, black and dark brown and white. Sold in rolls of 100&#8242;. Also available in 0.250 bulb diameter .",,,taxable,,1,,,0,0,,,,,1,,,198.88,Weatherstripping & Seals,"casement, awning, weatherstrip, door",,https://www.allwindowdoorparts.com/wp-content/uploads/2022/06/BBRF-03-1.jpg,,,,,,,,,225,Details,"Color: Beige, Black, Dark Brown, White",1,0,All Window Door Parts,AWDP-LEE-16933,Weatherstripping & Seals,
,simple,AWDP-PT-452,Solar Guard Screen Wire,1,0,visible,"Available in bronze, charcoal and gray. Sold in rolls of 36"".","Available in bronze, charcoal and gray. Sold in rolls of 36"".",,,taxable,,1,,,0,0,,,,,1,,,370.68,Door Hardware,"screen, lock, door",,https://www.allwindowdoorparts.com/wp-content/uploads/2022/06/8SG-OT-1.jpg,,,,,,,,,226,Details,"Color: Bronze, Charcoal, Gray",1,0,All Window Door Parts,AWDP-PT-452,Door Hardware,
,simple,AWDP-CARCLAD-SASH,Spiral Tube Balances Contractor Pack,1,0,visible,"Sold in packs of two (2). Available in red, blue and black. Tube length available from 9"" to 50"". Diameter: 9/16"" (considered 5/8"") Please check the chart below to see if the color is available with tube length. Please contact us if you need an extended rod. [table id=3 /]","Sold in packs of two (2). Available in red, blue and black. Tube length available from 9"" to 50"". Diameter: 9/16"" (considered 5/8"") Please check the chart below to see if the color is available with tube length. Please contact us if you need an extended rod. [table id=3 /]",,,taxable,,1,,,0,0,,,,,1,,,62.39,Sash & Frame Parts,door,,https://www.allwindowdoorparts.com/wp-content/uploads/2022/06/AE-68.jpg,,,,,,,,,227,Details,"Tube Length: 9"", 10"", 11"", 12"", 13"", 14"", 15"", 16"", 17"", 18"", 19"", 20"", 21"", 22"", 23"", 24"", 25"", 26"", 27"", 28"", 29"", 30"", 31"", 32"", 33"", 34"", 35"", 36"", 37"", 38"", 39"", 40"", 41"", 42"", 43"", 44"", 45"", 46"", 47"", 48"", 49"", 50"", Bearing Color: Red, Blue, Black",1,0,All Window Door Parts,AWDP-CARCLAD-SASH,Sash & Frame Parts,
,simple,AWDP-PT-452,Steel Wheel Patio Screen Door Roller Assembly,1,0,visible,Available in steel. Priced per pair .,Available in steel. Priced per pair .,,,taxable,,1,,,0,0,,,,,1,,,37.29,Door Hardware,"screen, roller, door",,https://www.allwindowdoorparts.com/wp-content/uploads/2022/06/PE-406.jpg,,,,,,,,,228,,,1,0,Biltbest,AWDP-PT-452,Door Hardware,Biltbest
,simple,AWDP-TWB-2329,Split Arm Sill Mounted Ellipse Style Casement Operator,1,0,visible,Colors available: gold and white. Available in left or right hand styles.,Colors available: gold and white. Available in left or right hand styles.,,,taxable,,1,,,0,0,,,,,1,,,88.57,Window Operators & Cranks,"casement, operator, door",,https://www.allwindowdoorparts.com/wp-content/uploads/2022/06/OT-391-3E-1.jpg,,,,,,,,,229,Details,"Color: Gold, White, Handing: As Shown, Opposite",1,0,Truth/Entrygard,AWDP-TWB-2329,Window Operators & Cranks,Truth
,simple,AWDP-LEE-16933,Guardian Patio Door Extruded Aluminum Frame Screen Door Kits,1,0,visible,"Available in bronze, satin anodized and white. Sizes available: 32"" x 82"" 37"" x 81"" 38"" x 97"" 50"" x 82"" 50"" x 97"" 62"" x 82"" Optional fiberglass mesh (25&#8242;) and spline available.","Available in bronze, satin anodized and white. Sizes available: 32"" x 82"" 37"" x 81"" 38"" x 97"" 50"" x 82"" 50"" x 97"" 62"" x 82"" Optional fiberglass mesh (25&#8242;) and spline available.",,,taxable,,1,,,0,0,,,,,1,,,378.88,Door Hardware,"screen, roller, lock, door",,https://www.allwindowdoorparts.com/wp-content/uploads/2022/06/PS-CR-L-KDEX-RE30.jpg,,,,,,,,,230,Details,"Color: Bronze, Satin Anodized, White, Size: 32"" x 82"", 37"" x 81"", 38"" x 97"", 50"" x 82"", 50"" x 97"", 62"" x 82""",1,0,All Window Door Parts,AWDP-LEE-16933,Door Hardware,
,simple,AWDP-PAEE-2982A,"T-Slot Offset Bulb Foam Compression Weather Strip | 19/64""",1,0,visible,Available in black and white. Sold in rolls of 100&#8242;.,Available in black and white. Sold in rolls of 100&#8242;.,,,taxable,,1,,,0,0,,,,,1,,,262.91,Weatherstripping & Seals,"weatherstrip, door",,https://www.allwindowdoorparts.com/wp-content/uploads/2022/06/TO-FTI-1.jpg,,,,,,,,,231,Details,"Color: Black, White",1,0,All Window Door Parts,AWDP-PAEE-2982A,Weatherstripping & Seals,
,simple,AWDP-LPB-713,"T-Slot Weatherstrip Window Seal | 7/32"" Bulb",1,0,visible,"Available in white and black. 3/16"" T and 7/32"" bulb. Sold in rolls of 100&#8242;.","Available in white and black. 3/16"" T and 7/32"" bulb. Sold in rolls of 100&#8242;.",,,taxable,,1,,,0,0,,,,,1,,,75.81,Weatherstripping & Seals,"weatherstrip, door",,https://www.allwindowdoorparts.com/wp-content/uploads/2022/06/TO-429-1.jpg,,,,,,,,,232,Details,"Color: Black, White",1,0,All Window Door Parts,AWDP-LPB-713,Weatherstripping & Seals,
,simple,AWDP-L-292,EZ Slide Deer-Blind By-Pass Window Track | All Sizes,1,0,visible,Includes enough track to build up to four (4) deer hunting blind windows. Availabe in black and brown.,Includes enough track to build up to four (4) deer hunting blind windows. Availabe in black and brown.,,,taxable,,1,,,0,0,,,,,1,,,171.12,Deer Blind Windows,door,,https://www.allwindowdoorparts.com/wp-content/uploads/2022/06/BBWP-14TRK-2.jpg,,,,,,,,,233,Details,"Color: Black, Brown, Thickness: 1/8"", 3/16"", 1/4"", 1/2""",1,0,All Window Door Parts,AWDP-L-292,Deer Blind Windows,
,simple,AWDP-FR-90,Window Grille Retainer Clips | Pack of 36,1,0,visible,"Available in five sizes: A : 7/8"" x 5/8"" with 1/4"" needle B : 1"" x 5/8"" with 5/16"" needle C : 5/8"" x 5/8"" with 5/16"" needle D : 7/8"" x 1/2"" with 1/4"" needle E : 5/8"" x 1/2"" with 3/8"" needle","Available in five sizes: A : 7/8"" x 5/8"" with 1/4"" needle B : 1"" x 5/8"" with 5/16"" needle C : 5/8"" x 5/8"" with 5/16"" needle D : 7/8"" x 1/2"" with 1/4"" needle E : 5/8"" x 1/2"" with 3/8"" needle",,,taxable,,1,,,0,0,,,,,1,,,130.81,Sash & Frame Parts,door,,https://www.allwindowdoorparts.com/wp-content/uploads/2022/06/WGRC-36-1.jpg,,,,,,,,,234,Details,"Type: A: 7/8"" x 5/8"" with 1/4"" needle, B: 1"" x 5/8"" with 5/16"" needle, C: 5/8"" x 5/8"" with 5/16"" needle, D: 7/8"" x 1/2"" with 1/4"" needle, E: 5/8"" x 1/2"" with 3/8"" needle",1,0,All Window Door Parts,AWDP-FR-90,Sash & Frame Parts,
,simple,AWDP-C29-95775,"Thorn Face Mounted Casement Operator | 9""",1,0,visible,Available in aluminum and bronze.,Available in aluminum and bronze.,,,taxable,,1,,,0,0,,,,,1,,,71.31,Window Operators & Cranks,"casement, operator, door",,https://www.allwindowdoorparts.com/wp-content/uploads/2022/06/Thorn-9inch-Face-Mounted-Casement-Operator.jpg,,,,,,,,,235,Details,"Color: Aluminum, Bronze, Handing: Opposite (Left Hand), Shown (Right Hand)",1,0,All Window Door Parts,AWDP-C29-95775,Window Operators & Cranks,
,simple,AWDP-TI-75,"Thorn Rear Mounted Casement Window Operator | 8 1/4""",1,0,visible,Available in brown. Handle is included.,Available in brown. Handle is included.,,,taxable,,1,,,0,0,,,,,1,,,71.89,Window Operators & Cranks,"casement, operator, door",,https://www.allwindowdoorparts.com/wp-content/uploads/2022/06/OT-134-1.jpg,,,,,,,,,236,Details,"Handing: Right, Left",1,0,All Window Door Parts,AWDP-TI-75,Window Operators & Cranks,
,simple,AWDP-VGB-IR-11,Metal Glazing Bead Channel | AWDP-TI-163,1,0,visible,Available in aluminum. Minimum order is 120 feet and is shipped in 6 foot (72″) lengths.,Available in aluminum. Minimum order is 120 feet and is shipped in 6 foot (72″) lengths.,,,taxable,,1,,,0,0,,,,,1,,,158.98,Glazing & Seals,"glazing, door",,https://www.allwindowdoorparts.com/wp-content/uploads/2022/06/TI-163.jpg,,,,,,,,,237,Details,"Length: 120', 144', 192', 240', 360'",1,0,All Window Door Parts,AWDP-VGB-IR-11,Glazing & Seals,
,simple,AWDP-TI-533,Snap-In Vinyl Glazing Bead | AWDP-TI-213,1,0,visible,"Available in white. Minimum order is 120 feet and is shipped in 6 foot (72"") lengths.","Available in white. Minimum order is 120 feet and is shipped in 6 foot (72"") lengths.",,,taxable,,1,,,0,0,,,,,1,,,224.49,Glazing & Seals,"casement, awning, weatherstrip, glazing, door",,https://www.allwindowdoorparts.com/wp-content/uploads/2022/06/TI-213.jpg,,,,,,,,,238,Details,"Length: 120', 144', 192', 240', 360'",1,0,Oldach,AWDP-TI-533,Glazing & Seals,"Pella, Peachtree, Oldach, Norco"
